# Backoff Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,,,,,,,,RU26,,,,,,,,,,,,,,,,,,,,RU52,,,,,,,,,,,,,,,,,,,,RU106,,,,,,,,,,,,,,,,,,,
,BF OFF,,,,BF OFF,,,,BF ON,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,
Ch72,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch76,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch80,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch84,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch88,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch92,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch96,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch100,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch104,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch108,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch112,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch116,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch120,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch124,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch128,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch132,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch136,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch140,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch144,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch149,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch153,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch157,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch161,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch165,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch169,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch173,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch177,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
Ch181,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0
